,id,namesFormula,EC,deltaMass
13884,R10478,C20504 -> C20506,[],15.9994
13885,R10479,C00005 -> C00006,[],1.008
13886,R10479,C20575 -> C20583,[],2.0159
13887,R10480,C20444 -> C20575,[],28.0101
13888,R10481,C03683 -> C20583,[],28.0101
13889,R10482,C03944 -> C16754,[],10.0378
13890,R10483,C03686 -> C16755,[],10.0379
13891,R10499,C00079 -> C00166,['2.6.1.-'],1.0311
13892,R10499,C00151 -> C00161,[],1.032
13893,R10500,C00010 -> C00024,['2.3.3.-'],42.0367
13894,R10500,C00166 -> C20653,[],60.052
13895,R10502,C00003 -> C00004,['1.1.1.-'],1.008
13896,R10502,C20327 -> C20654,[],46.0254
13897,R10503,C17235 -> C20327,['2.6.1.-'],1.0311
13898,R10503,C00151 -> C00161,[],1.032
13899,R10504,C00003 -> C00004,['1.1.1.-'],1.008
13900,R10505,C00003 -> C00004,['1.1.1.-'],1.008
13901,R10505,C00810 -> C20657,[],2.0159
13902,R10506,C00741 -> C06010,[],46.0254
13903,R10507,C00148 -> C03912,['1.5.-.-'],2.0159
13904,R10507,C00016 -> C01352,[],2.0159
13905,R10512,C00005 -> C00006,['1.8.1.19'],1.008
13906,R10512,C00283 -> C19692,[],86.645
13907,R10516,C00010 -> C00040,['1.2.7.11'],27.0089
13908,R10517,C00003 -> C00004,"['1.6.3.2', '1.6.3.4']",1.008
13909,R10519,C00003 -> C00004,['1.1.1.361'],1.008
13910,R10520,C00003 -> C00004,"['1.1.1.363', '1.1.1.388']",1.008
13911,R10525,C00454 -> C15541,['2.4.1.245'],160.125
13912,R10528,C00005 -> C00006,['1.1.1.272'],1.008
13913,R10528,C00161 -> C02489,[],2.016
13914,R10531,C00002 -> C00008,['7.3.2.6'],79.9799
13915,R10534,C00283 -> C19033,['3.13.1.5'],42.0598
13916,R10535,C00283 -> C07331,"['3.13.1.5', '3.13.1.7']",25.9942
13917,R10538,C00283 -> C19033,['3.13.1.5'],42.0598
13918,R10543,C00020 -> C20684,['6.1.2.2'],43.0248
13919,R10544,C00020 -> C20684,['6.1.2.2'],43.0248
13920,R10548,C00002 -> C00008,['2.7.4.21'],79.9799
13921,R10549,C00005 -> C00006,['1.2.1.50'],1.008
13922,R10551,C00609 -> C00638,['1.14.14.3'],15.999
13923,R10551,C00061 -> C01847,[],2.0159
13924,R10552,C00019 -> C00073,['4.1.3.44'],249.2261
13925,R10553,C05726 -> C05727,"['3.5.1.14', '3.5.1.114']",42.037
13926,R10553,C00033 -> C05727,[],102.138
13927,R10561,C00002 -> C00008,['4.1.1.99'],79.9799
13928,R10561,C01107 -> C20345,[],62.0248
13929,R10562,C20681 -> C20700,['1.14.14.58'],72.1058
13930,R10563,C00005 -> C00006,['1.1.1.372'],1.008
13931,R10564,C03656 -> C05231,['2.3.1.247'],707.4822
13932,R10564,C00164 -> C03656,[],43.0678
13933,R10565,C00003 -> C00004,['1.1.1.-'],1.008
13934,R10565,C00333 -> C15930,[],2.0159
13935,R10566,C20593 -> C20596,[],130.1864
13936,R10569,C20593 -> C20601,[],132.2023
13937,R10570,C20528 -> C20534,[],15.9994
13938,R10571,C20528 -> C20542,[],15.9994
13939,R10572,C00876 -> C01080,['1.1.98.4'],2.0159
13940,R10573,C00005 -> C00006,['1.1.1.364'],1.008
13941,R10574,C01450 -> C01612,['1.1.98.5'],2.016
13942,R10574,C00876 -> C01080,[],2.0159
13943,R10590,C00010 -> C01944,['2.3.1.230'],126.1962
13944,R10593,C00005 -> C00006,['1.3.1.105'],1.008
13945,R10600,C00024 -> C00033,['2.8.3.-'],749.5188
13946,R10600,C00490 -> C00531,[],749.5189
13947,R10604,C00880 -> C02669,[],18.0153
13948,R10613,C00016 -> C00020,['2.7.1.180'],438.3285
13949,R10615,C00005 -> C00006,['1.2.1.89'],1.008
13950,R10625,C00161 -> C02489,['1.1.5.10'],2.016
13951,R10629,C00003 -> C00153,['3.2.2.6'],542.3084
13952,R10629,C00003 -> C13050,[],123.1325
13953,R10632,C00253 -> C13051,['2.4.99.20'],622.2883
13954,R10632,C13051 -> C20742,[],124.1173
13955,R10633,C00003 -> C00153,['2.3.1.286'],542.3084
13956,R10634,C00003 -> C00153,['2.3.1.286'],542.3084
13957,R10635,C00007 -> C00027,['1.6.3.5'],2.0159
13958,R10635,C00003 -> C20744,[],1.008
13959,R10636,C00007 -> C00027,['1.6.3.5'],2.0159
13960,R10637,C00005 -> C00006,[],1.008
13961,R10637,C00561 -> C16075,[],2.0159
13962,R10638,C00015 -> C00029,['2.4.1.354'],162.1406
13963,R10638,C00561 -> C00844,[],162.1406
13964,R10639,C00015 -> C00029,[],162.1406
13965,R10639,C00844 -> C08325,[],162.1406
13966,R10645,C00019 -> C00073,['2.8.4.3'],249.2261
13967,R10646,C00019 -> C00073,['2.8.4.3'],249.2261
13968,R10648,C00020 -> C20641,['2.3.1.234'],145.1134
13969,R10649,C00019 -> C00073,['2.8.4.5'],249.2261
13970,R10650,C00019 -> C00073,['2.8.4.5'],249.2261
13971,R10652,C00019 -> C00073,['2.8.4.4'],249.2261
13972,R10653,C00019 -> C00073,['2.8.4.4'],249.2261
13973,R10657,C00002 -> C00008,['2.7.1.181'],79.9799
13974,R10660,C03576 -> C04832,['1.3.4.1'],341.3178
13975,R10661,C00078 -> C20563,[],79.0999
13976,R10661,C00148 -> C20563,[],168.1946
13977,R10662,C00005 -> C00006,['1.14.13.187'],1.008
13978,R10663,C00005 -> C00006,['1.14.13.187'],1.008
13979,R10664,C00005 -> C00006,['1.14.13.187'],1.008
13980,R10665,C00005 -> C00006,['1.1.1.367'],1.008
13981,R10670,C00005 -> C00006,['1.14.14.45'],1.008
13982,R10670,C00097 -> C17237,[],133.1473
13983,R10670,C17237 -> C19714,[],119.1423
13984,R10672,C00005 -> C00006,['1.14.14.45'],1.008
13985,R10672,C00097 -> C17238,[],149.1467
13986,R10672,C04350 -> C17238,[],119.1423
13987,R10677,C00002 -> C00008,['6.3.1.17'],79.9799
13988,R10678,C00002 -> C00008,"['6.3.2.41', '6.3.2.42']",79.9799
13989,R10679,C00002 -> C00008,['6.3.2.42'],79.9799
13990,R10685,C00003 -> C00153,['2.4.2.60'],542.3084
13991,R10685,C00003 -> C20784,[],68.0309
13992,R10685,C00037 -> C20784,[],521.3355
13993,R10689,C01720 -> C18028,['3.1.1.-'],18.0153
13994,R10690,C00003 -> C00004,['1.1.1.-'],1.008
13995,R10690,C03827 -> C20781,[],2.0159
13996,R10691,C00022 -> C20781,['3.7.1.26'],72.0626
13997,R10691,C00186 -> C20781,[],70.0468
13998,R10692,C00005 -> C00006,['1.14.13.-'],1.008
13999,R10692,C20550 -> C20594,[],29.9829
14000,R10693,C00002 -> C00008,['6.3.2.42'],79.9799
14001,R10694,C00005 -> C00006,['1.14.13.-'],1.008
14002,R10694,C20551 -> C20595,[],29.9829
14003,R10700,C00229 -> C05764,"['2.3.1.86', '2.3.1.-']",238.415
14004,R10700,C00154 -> C05764,[],734.4529
14005,R10701,C00493 -> C10434,['3.1.1.-'],162.1421
14006,R10701,C01197 -> C10434,[],156.136
14007,R10702,C00003 -> C00004,['1.14.13.227'],1.008
14008,R10702,C01845 -> C20783,[],15.9994
14009,R10703,C00003 -> C00004,['1.1.1.-'],1.008
14010,R10703,C00207 -> C01845,[],2.0159
14011,R10704,C00005 -> C00006,['1.14.13.226'],1.008
14012,R10704,C00207 -> C17530,[],15.9994
14013,R10705,C00033 -> C17530,['3.1.1.114'],14.0265
14014,R10705,C00132 -> C17530,[],42.0366
14015,R10707,C00024 -> C05744,['2.3.1.180'],692.4218
14016,R10707,C01209 -> C05744,[],1.972
14017,R10711,C00020 -> C20784,[],249.1809
14018,R10712,C01081 -> C04752,['2.5.1.3'],46.2195
14019,R10713,C00071 -> C00226,['1.1.2.7'],2.016
14020,R10715,C00003 -> C00004,['1.1.1.6'],1.008
14021,R10717,C00003 -> C00004,['1.1.1.6'],1.008
14022,R10718,C00003 -> C00004,['1.1.1.-'],1.008
14023,R10718,C00546 -> C05235,[],2.0158
14024,R10719,C00003 -> C00004,['1.1.1.373'],1.008
14025,R10719,C20797 -> C20798,[],2.0159
14026,R10725,C00005 -> C00006,['1.14.13.189'],1.008
14027,R10727,C00005 -> C00006,['1.14.13.190'],1.008
14028,R10730,C00005 -> C00006,['1.5.1.48'],1.008
14029,R10731,C00016 -> C01352,[],2.0159
14030,R10735,C17374 -> C20813,['1.14.20.-'],15.9994
14031,R10737,C20817 -> C20818,['2.1.1.-'],14.0265
14032,R10738,C20818 -> C20819,['2.1.1.-'],14.0266
14033,R10739,C20819 -> C20820,[],15.9994
14034,R10740,C06664 -> C20820,['1.14.20.-'],2.0159
14035,R10741,C11755 -> C17399,['1.14.20.-'],2.0159
14036,R10742,C11755 -> C20815,['1.14.20.-'],15.9994
14037,R10745,C00010 -> C00024,['2.3.1.-'],42.0367
14038,R10745,C06664 -> C17377,[],42.0367
14039,R10746,C00010 -> C00024,['2.3.1.-'],42.0367
14040,R10746,C17399 -> C20816,[],42.0367
14041,R10747,C00010 -> C00054,['3.6.1.-'],340.333
14042,R10748,C00831 -> C01134,['3.1.3.-'],79.9799
14043,R10750,C17373 -> C17374,[],0.0
14044,R10751,C00053 -> C00054,['2.8.2.-'],80.0632
14045,R10751,C17373 -> C20814,[],80.0632
14046,R10752,C00864 -> C20814,['3.5.1.-'],334.3686
14047,R10752,C20814 -> C20816,[],201.2197
14048,R10758,C00002 -> C00008,['6.2.1.56'],79.9799
14049,R10758,C00010 -> C11062,[],86.0893
14050,R10758,C00989 -> C11062,[],749.5189
14051,R10759,C05998 -> C20827,[],749.5188
14052,R10760,C00111 -> C20831,['4.1.2.57'],154.1418
14053,R10760,C20798 -> C20831,[],170.0579
14054,R10762,C04217 -> C16818,['4.2.3.145'],159.9598
14055,R10763,C00353 -> C20834,['4.2.3.146'],159.9598
14056,R10764,C20835 -> C20836,['5.1.3.29'],0.0
14057,R10765,C20829 -> C20830,['5.3.1.31'],0.0
14058,R10767,C00397 -> C18001,['6.1.2.2'],43.0247
14059,R10768,C01822 -> C20699,['6.1.2.2'],43.0248
14060,R10769,C00010 -> C20838,['6.2.1.41'],220.2644
14061,R10769,C20199 -> C20838,[],749.5189
14062,R10770,C00010 -> C20840,['6.2.1.42'],396.6053
14063,R10771,C00010 -> C20842,['6.2.1.43'],214.2167
14064,R10771,C20841 -> C20842,[],749.5188
14065,R10772,C00002 -> C00008,['6.3.1.18'],79.9799
14066,R10772,C00025 -> C20843,[],75.1112
14067,R10772,C00292 -> C20843,[],129.114
14068,R10773,C03752 -> C20844,['4.3.1.9'],18.0153
14069,R10774,C20844 -> C20845,['4.3.1.9'],0.0
14070,R10775,C00204 -> C20845,['4.3.1.9'],0.9848
14071,R10777,C05281 -> C20846,['3.5.2.1'],18.0153
14072,R10778,C02170 -> C20846,['3.5.1.95'],42.04
14073,R10778,C00086 -> C20846,[],100.0727
14074,R10779,C00002 -> C00008,['2.7.1.185'],79.9799
14075,R10779,C00418 -> C20847,[],79.9799
14076,R10780,C00002 -> C00008,['2.7.1.186'],79.9799
14077,R10780,C20847 -> C20848,[],79.9799
14078,R10781,C20345 -> C20848,['4.1.1.110'],142.0047
14079,R10782,C00877 -> C11062,['4.2.1.120'],18.0153
14080,R10783,C00003 -> C00004,['1.1.1.1'],1.008
14081,R10783,C08492 -> C16310,[],2.0159
14082,R10785,C00003 -> C00004,['1.1.1.374'],1.008
14083,R10785,C00043 -> C20849,[],2.0159
14084,R10786,C00005 -> C00006,['1.1.1.375'],1.008
14085,R10787,C00005 -> C00006,['1.1.1.376'],1.008
14086,R10787,C00259 -> C01114,[],2.0159
14087,R10788,C00005 -> C00006,"['1.1.1.377', '1.1.1.378']",1.008
14088,R10788,C00507 -> C02991,[],2.0159
14089,R10789,C00005 -> C00006,"['1.14.13.195', '1.14.13.196']",1.008
14090,R10789,C00077 -> C20850,[],15.9994
14091,R10790,C00003 -> C00004,['1.14.13.196'],1.008
14092,R10790,C00077 -> C20850,[],15.9994
14093,R10791,C20851 -> C20852,['1.14.14.124'],15.9994
14094,R10792,C20852 -> C20853,['1.14.14.124'],18.0153
14095,R10793,C20851 -> C20853,['1.14.14.124'],2.0159
14096,R10794,C20853 -> C20854,['1.14.14.125'],15.9994
14097,R10795,C06429 -> C20855,['1.14.14.79'],15.9994
14098,R10796,C20856 -> C20857,['1.14.15.31'],15.9994
14099,R10797,C00876 -> C01080,['1.17.98.3'],2.0159
14100,R10797,C00011 -> C00058,[],2.0159
14101,R10798,C00003 -> C00004,['1.3.1.107'],1.008
14102,R10798,C05191 -> C06162,[],1.0079
14103,R10799,C00005 -> C00006,['1.3.1.107'],1.008
14104,R10799,C05191 -> C06162,[],1.0079
14105,R10800,C00003 -> C00004,['1.3.1.107'],1.008
14106,R10800,C05194 -> C06327,[],1.008
14107,R10801,C00005 -> C00006,['1.3.1.107'],1.008
14108,R10801,C05194 -> C06327,[],1.008
14109,R10802,C01217 -> C05927,['1.5.99.15'],2.0159
14110,R10803,C00094 -> C00283,['1.8.98.3'],47.9982
14111,R10803,C00876 -> C01080,[],2.0159
14112,R10804,C00015 -> C00052,['2.4.1.47'],162.1406
14113,R10805,C00053 -> C00054,['2.8.2.11'],80.0632
14114,R10806,C00019 -> C00021,"['2.1.1.297', '2.1.1.298']",14.0266
14115,R10807,C00015 -> C00029,['2.4.1.315'],162.1406
14116,R10809,C00159 -> C01728,['3.2.1.163'],162.1406
14117,R10809,C00159 -> C01728,[],162.1406
14118,R10810,C20236 -> C20861,['5.1.3.11'],0.0
14119,R10811,C17207 -> C20861,['2.4.1.319'],162.1415
14120,R10812,C00019 -> C00021,['2.1.1.296'],14.0266
14121,R10817,C00095 -> C06468,"['5.1.3.30', '5.1.3.31']",0.0
14122,R10818,C00764 -> C00795,['5.1.3.31'],0.0
14123,R10819,C02338 -> C02476,['5.1.3.32'],0.0
14124,R10820,C00010 -> C20870,['6.2.1.44'],102.1549
14125,R10820,C08276 -> C20870,[],749.5189
14126,R10821,C00002 -> C00008,['6.3.2.44'],79.9799
14127,R10821,C00099 -> C00864,[],130.1418
14128,R10821,C00522 -> C00864,[],71.0779
14129,R10822,C00008 -> C00020,['6.5.1.7'],79.9799
14130,R10824,C00019 -> C00021,['2.1.1.42'],14.0266
14131,R10824,C20871 -> C20872,[],14.0266
14132,R10826,C00005 -> C00006,['1.1.1.330'],1.008
14133,R10828,C00005 -> C00006,['1.3.1.93'],1.008
14134,R10829,C00140 -> C20887,['2.4.1.320'],162.1406
14135,R10832,C00257 -> C20888,['2.4.1.321'],162.1406
14136,R10833,C00363 -> C12322,['2.4.1.322'],143.1836
14137,R10833,C06689 -> C20720,[],143.1836
14138,R10833,C06689 -> C12322,[],903.8816
14139,R10834,C00015 -> C00029,['2.4.1.323'],162.1406
14140,R10834,C11636 -> C20789,[],162.1406
14141,R10835,C00015 -> C00029,['2.4.1.324'],162.1406
14142,R10835,C06071 -> C20790,[],162.1406
14143,R10836,C00020 -> C00147,['2.4.2.57'],212.0945
14144,R10837,C00055 -> C00380,['2.4.2.57'],212.0945
14145,R10838,C00105 -> C00106,['2.4.2.57'],212.0945
14146,R10839,C00033 -> C00979,['2.5.1.118'],87.0773
14147,R10839,C20891 -> C20892,[],87.0773
14148,R10840,C00033 -> C00979,['2.5.1.119'],87.0773
14149,R10840,C20891 -> C20893,[],87.0773
14150,R10841,C00003 -> C00004,['1.1.1.203'],1.008
14151,R10841,C00333 -> C20889,[],2.0159
14152,R10842,C00003 -> C00004,['1.1.1.203'],1.008
14153,R10842,C00191 -> C20890,[],2.0159
14154,R10843,C06098 -> C20894,['1.13.11.84'],136.234
14155,R10843,C06098 -> C19731,[],400.6386
14156,R10844,C19730 -> C20894,['1.13.11.84'],136.234
14157,R10844,C19731 -> C20894,[],264.4046
14158,R10845,C00025 -> C00026,"['2.6.1.57', '2.6.1.107']",1.0312
14159,R10845,C20646 -> C20895,[],1.0311
14160,R10846,C20889 -> C20896,['5.4.1.4'],0.0
14161,R10847,C00679 -> C20896,['5.5.1.27'],0.0
14162,R10848,C00003 -> C00004,['1.1.1.380'],1.008
14163,R10848,C00800 -> C00905,[],2.0159
14164,R10849,C00344 -> C00641,['2.7.8.20'],154.058
14165,R10850,C00015 -> C00029,['2.4.1.337'],162.1406
14166,R10850,C00641 -> C06364,[],162.141
14167,R10851,C00005 -> C00006,['1.1.1.381'],1.008
14168,R10851,C03508 -> C05519,[],2.0159
14169,R10852,C00005 -> C00006,['1.1.1.381'],1.008
14170,R10852,C01888 -> C05519,[],46.0254
14171,R10853,C11101 -> C20899,['1.1.3.47'],2.0158
14172,R10853,C00007 -> C00027,[],2.0159
14173,R10854,C20899 -> C20900,['1.1.3.47'],18.0152
14174,R10855,C00007 -> C00027,['1.1.3.47'],2.0159
14175,R10855,C20449 -> C20900,[],2.0158
14176,R10856,C20449 -> C20901,['1.1.3.47'],18.0152
14177,R10857,C00007 -> C00027,['1.1.3.47'],2.0159
14178,R10857,C20450 -> C20901,[],2.0158
14179,R10858,C00007 -> C00027,['1.1.3.47'],2.0159
14180,R10858,C11101 -> C20450,[],29.983
14181,R10859,C11453 -> C11811,['1.17.7.3'],15.9994
14182,R10860,C00003 -> C00004,['1.2.1.90'],1.008
14183,R10860,C00118 -> C00197,[],15.9994
14184,R10861,C00003 -> C00004,['1.2.1.92'],1.008
14185,R10861,C20902 -> C20903,[],15.9994
14186,R10862,C00005 -> C00006,['1.2.1.92'],1.008
14187,R10862,C20902 -> C20903,[],15.9994
14188,R10865,C00015 -> C00052,['2.4.1.-'],162.1406
14189,R10866,C00010 -> C00024,['1.2.7.-'],42.0367
14190,R10866,C00022 -> C00024,[],721.5087
14191,R10867,C04255 -> C04865,['3.2.1.180'],158.1088
14192,R10867,C04053 -> C04865,[],283.2557
14193,R10868,C00053 -> C00054,['2.8.2.33'],80.0632
14194,R10869,C00053 -> C00054,['2.8.2.33'],80.0632
14195,R10873,C00053 -> C00054,['2.8.2.35'],80.0632
14196,R10874,C00363 -> C11912,['2.4.1.-'],146.1412
14197,R10874,C15682 -> C15683,[],146.1412
14198,R10875,C00005 -> C00006,['1.14.13.-'],1.008
14199,R10875,C15683 -> C15684,[],15.9994
14200,R10876,C00363 -> C11911,['2.4.1.-'],157.2102
14201,R10876,C15684 -> C15685,[],157.2102
14202,R10877,C00005 -> C00006,['1.14.13.-'],1.008
14203,R10877,C18846 -> C18847,[],15.9994
14204,R10878,C00005 -> C00006,['1.14.13.-'],1.008
14205,R10878,C15680 -> C18847,[],15.9994
14206,R10879,C00005 -> C00006,['1.14.13.-'],1.008
14207,R10879,C18845 -> C18846,[],15.9994
14208,R10880,C00062 -> C20910,[],149.1466
14209,R10880,C12323 -> C20910,[],156.1856
14210,R10880,C12323 -> C17355,[],218.2087
14211,R10880,C12323 -> C17355,[],218.2087
14212,R10880,C00065 -> C17355,[],280.2781
14213,R10881,C00019 -> C00170,['2.5.1.38'],101.1039
14214,R10881,C17352 -> C17355,[],101.1038
14215,R10882,C00005 -> C00006,['1.14.13.-'],1.008
14216,R10882,C01941 -> C17351,[],13.9836
14217,R10883,C17351 -> C17352,['5.1.1.14'],0.0
14218,R10887,C20913 -> C20914,['4.1.1.-'],44.0095
14219,R10889,C20915 -> C20916,[],18.0152
14220,R10890,C20916 -> C20917,[],15.9994
14221,R10891,C00188 -> C20917,['3.4.-.-'],170.1659
14222,R10891,C20917 -> C20918,[],101.1039
14223,R10892,C00002 -> C00008,['6.3.2.-'],79.9799
14224,R10892,C00188 -> C20917,[],170.1659
14225,R10892,C20917 -> C20918,[],101.1039
14226,R10893,C00010 -> C00024,['2.3.1.-'],42.0367
14227,R10893,C20918 -> C20921,[],42.0367
14228,R10894,C20918 -> C20920,[],0.0
14229,R10895,C20917 -> C20919,[],0.0
14230,R10896,C00353 -> C20922,['4.2.3.148'],177.9751
14231,R10897,C00353 -> C20923,['4.2.3.149'],159.9598
14232,R10898,C00353 -> C09140,['4.2.3.150'],177.9751
14233,R10899,C00353 -> C20924,['4.2.3.151'],159.9598
14234,R10900,C20680 -> C20903,['5.5.1.25'],0.0
14235,R10901,C00002 -> C00008,['6.3.2.45'],79.9799
14236,R10901,C04877 -> C20925,[],661.4011
14237,R10901,C01050 -> C04877,[],372.3736
14238,R10902,C00002 -> C00008,['6.3.4.24'],79.9799
14239,R10902,C00025 -> C20926,[],119.1637
14240,R10902,C00483 -> C20926,[],129.114
14241,R10903,C01739 -> C17355,[],13.9835
14242,R10904,C00042 -> C00091,['2.8.3.26'],749.5189
14243,R10904,C01732 -> C06028,[],749.5189
14244,R10906,C06025 -> C20933,['2.3.1.242'],236.3929
14245,R10906,C00229 -> C16520,[],236.399
14246,R10907,C00003 -> C00004,"['1.1.1.363', '1.1.1.388']",1.008
14247,R10907,C01172 -> C01236,[],2.0159
14248,R10908,C00037 -> C00048,['2.6.1.112'],1.0311
14249,R10908,C00802 -> C02091,[],1.0311
14250,R10909,C00002 -> C20936,['2.7.7.84'],658.4119
14251,R10911,C00060 -> C00071,['1.2.5.2'],14.991
14252,R10912,C00071 -> C00162,['1.2.5.2'],15.999
14253,R10913,C00192 -> C20937,[],2.0159
14254,R10914,C00088 -> C20937,[],15.9994
14255,R10916,C00003 -> C00004,"['1.1.1.382', '1.1.1.383']",1.008
14256,R10916,C04272 -> C06010,[],2.0159
14257,R10917,C00003 -> C00004,['1.1.1.385'],1.008
14258,R10917,C20940 -> C20941,[],2.0159
14259,R10918,C00003 -> C00004,['1.1.1.386'],1.008
14260,R10918,C20943 -> C20944,[],2.0158
14261,R10919,C00005 -> C00006,['1.1.1.386'],1.008
14262,R10919,C20943 -> C20944,[],2.0158
14263,R10920,C00366 -> C00385,['1.14.11.48'],15.9994
14264,R10921,C08616 -> C20945,['1.14.14.126'],15.9994
14265,R10922,C20945 -> C20946,['1.14.14.126'],2.0159
14266,R10923,C17148 -> C20946,['1.14.14.126'],15.9994
14267,R10924,C08616 -> C17148,['1.14.14.126'],29.9829
14268,R10925,C16502 -> C16504,['1.14.14.128'],15.9994
14269,R10926,C02041 -> C20947,['1.14.19.10'],2.0158
14270,R10928,C11556 -> C11557,['3.1.3.95'],79.979
14271,R10929,C00002 -> C00008,['6.3.2.-'],79.9799
14272,R10930,C00002 -> C00008,['2.7.2.-'],79.9799
14273,R10931,C00005 -> C00006,['1.2.1.-'],1.008
14274,R10932,C00025 -> C00026,['2.6.1.-'],1.0312
14275,R10934,C00254 -> C20953,['4.1.1.100'],44.0095
14276,R10935,C00118 -> C20954,['4.2.3.153'],36.0321
14277,R10936,C00010 -> C20955,['4.2.1.155'],100.139
14278,R10936,C00084 -> C20955,[],823.6205
14279,R10936,C00409 -> C20955,[],819.5656
14280,R10937,C17691 -> C20956,['4.2.3.152'],97.9952
14281,R10938,C20957 -> C20958,['5.1.1.20'],0.0
14282,R10939,C20959 -> C20960,['5.3.1.32'],0.0
14283,R10940,C03401 -> C20961,['6.3.2.46'],98.0569
14284,R10940,C00122 -> C20961,[],86.0925
14285,R10945,C20955 -> C20968,['4.2.1.155'],18.0153
14286,R10946,C05989 -> C20968,['4.2.1.155'],48.1075
14287,R10946,C00409 -> C20968,[],837.5809
14288,R10947,C00010 -> C05989,['4.2.1.155'],70.0468
14289,R10947,C00222 -> C05989,[],749.5188
14290,R10948,C00002 -> C00008,['6.3.5.5'],79.9799
14291,R10948,C00288 -> C20969,[],80.9879
14292,R10950,C01243 -> C04062,['3.1.3.66'],79.9799
14293,R10951,C00002 -> C00008,['2.7.1.150'],79.9799
14294,R10951,C01194 -> C11557,[],79.979
14295,R10952,C00641 -> C01277,['3.1.4.11'],322.099
14296,R10952,C01220 -> C01277,[],128.0813
14297,R10953,C00002 -> C00008,['2.7.1.151'],79.9799
14298,R10953,C01272 -> C01284,[],79.9799
14299,R10954,C00005 -> C00006,['1.14.13.200'],1.008
14300,R10954,C12378 -> C12379,[],50.0141
14301,R10955,C00363 -> C03319,['2.4.1.331'],146.1412
14302,R10955,C12379 -> C20974,[],146.1412
14303,R10956,C00019 -> C00021,['2.1.1.305'],14.0266
14304,R10956,C20974 -> C20975,[],14.0266
14305,R10957,C00019 -> C00021,['2.1.1.306'],14.0266
14306,R10957,C20975 -> C20976,[],14.0266
14307,R10958,C00019 -> C00021,['2.1.1.307'],14.0266
14308,R10958,C20976 -> C20977,[],14.0266
14309,R10959,C00019 -> C00021,['2.1.1.-'],14.0266
14310,R10959,C12381 -> C20977,[],14.0265
14311,R10961,C00512 -> C06322,['1.3.-.-'],2.0159
14312,R10962,C00019 -> C00021,['2.1.1.302'],14.0266
14313,R10962,C20805 -> C20980,[],14.0266
14314,R10963,C00019 -> C00021,['2.1.1.303'],14.0266
14315,R10963,C20841 -> C20857,[],14.0266
14316,R10964,C00019 -> C00021,['2.1.1.304'],14.0266
14317,R10964,C00082 -> C20800,[],14.0266
14318,R10965,C00010 -> C00083,['2.3.1.233'],86.0462
14319,R10966,C20981 -> C20982,['2.5.1.121'],68.117
14320,R10967,C00010 -> C00083,['2.3.1.253'],86.0462
14321,R10968,C00082 -> C20983,['2.5.1.122'],68.1171
14322,R10969,C18012 -> C20984,['2.5.1.123'],136.2341
14323,R10970,C00002 -> C00008,['2.7.1.184'],79.9799
14324,R10970,C20830 -> C20831,[],79.9799
14325,R10971,C00053 -> C00054,['2.8.2.37'],80.0632
14326,R10971,C01083 -> C20985,[],80.0632
14327,R10972,C20440 -> C20986,['3.1.4.57'],18.0153
14328,R10973,C00117 -> C20986,['3.1.4.57'],79.9799
14329,R10974,C00100 -> C20987,['3.13.1.4'],64.0638
14330,R10980,C02240 -> C02804,['3.1.1.-'],18.0153
14331,R10981,C00003 -> C00004,['1.1.1.-'],1.008
14332,R10981,C02804 -> C03273,[],2.0159
14333,R10982,C00005 -> C00006,['1.2.1.-'],1.008
14334,R10982,C00489 -> C03273,[],15.9994
14335,R10983,C19613 -> C20992,['3.1.1.59'],14.0266
14336,R10983,C00132 -> C19613,[],262.3871
14337,R10984,C00005 -> C00006,['1.1.1.276'],1.008
14338,R10984,C00065 -> C06735,[],46.0254
14339,R10985,C00003 -> C00004,['1.1.1.387'],1.008
14340,R10985,C00065 -> C11822,[],2.0159
14341,R10986,C00003 -> C00004,['1.1.1.387'],1.008
14342,R10986,C00065 -> C06735,[],46.0254
14343,R10987,C02591 -> C05345,['2.4.1.329'],162.1406
14344,R10988,C00015 -> C00029,['2.4.1.330'],162.1406
14345,R10988,C19867 -> C19869,[],162.1406
14346,R10989,C00015 -> C00029,['2.4.1.330'],162.1406
14347,R10989,C17513 -> C19868,[],162.1406
14348,R10990,C00015 -> C00029,['2.4.1.330'],162.1406
14349,R10990,C08589 -> C17513,[],162.1406
14350,R10991,C00025 -> C00026,['2.6.1.42'],1.0312
14351,R10992,C00109 -> C02356,['2.6.1.44'],1.0312
14352,R10992,C00022 -> C00041,[],1.0311
14353,R10993,C00002 -> C00008,['6.3.2.2'],79.9799
14354,R10993,C02356 -> C21015,[],129.1139
14355,R10993,C00025 -> C21015,[],85.1044
14356,R10994,C00002 -> C00008,['6.3.2.3'],79.9799
14357,R10994,C00037 -> C21016,[],214.2185
14358,R10994,C21015 -> C21016,[],57.0514
14359,R10995,C00003 -> C00004,['1.1.1.378'],1.008
14360,R10995,C00507 -> C02991,[],2.0159
14361,R10996,C00068 -> C21017,['1.2.4.4'],58.0791
14362,R10996,C00109 -> C21017,[],381.3049
14363,R10997,C00068 -> C21017,['1.2.4.4'],58.0791
14364,R10998,C00010 -> C00100,['2.3.1.168'],56.0633
14365,R10999,C00510 -> C21005,['1.14.14.129'],15.9994
14366,R11000,C02050 -> C21006,['1.14.14.129'],15.9994
14367,R11004,C20998 -> C20999,['1.14.19.15'],2.0158
