,id,namesFormula,EC,deltaMass
14368,R11007,C00003 -> C00004,['1.14.19.21'],1.008
14369,R11007,C00187 -> C01164,[],2.0158
14370,R11008,C00005 -> C00006,['1.14.19.21'],1.008
14371,R11008,C00187 -> C01164,[],2.0158
14372,R11011,C00154 -> C20996,['1.14.19.32'],2.0159
14373,R11012,C00154 -> C20997,['1.14.19.32'],2.0159
14374,R11013,C05575 -> C20995,['1.14.99.50'],264.2557
14375,R11013,C00669 -> C20995,[],212.2257
14376,R11014,C05575 -> C20994,['1.14.99.51'],135.1417
14377,R11014,C00097 -> C20994,[],212.2257
14378,R11015,C00097 -> C20993,['1.14.99.52'],169.1381
14379,R11015,C00135 -> C20993,[],135.1417
14380,R11016,C00792 -> C21026,['1.4.99.6'],2.0159
14381,R11017,C03771 -> C21026,['1.4.99.6'],0.9847
14382,R11018,C00792 -> C03771,['1.4.99.6'],1.0312
14383,R11019,C00005 -> C00006,['1.5.1.50'],1.008
14384,R11019,C21007 -> C21008,[],2.0159
14385,R11020,C00019 -> C00021,['2.1.1.-'],14.0266
14386,R11020,C11460 -> C11926,[],14.0266
14387,R11021,C20994 -> C20995,['3.5.1.118'],129.114
14388,R11021,C00025 -> C20995,[],315.3686
14389,R11022,C03824 -> C10164,[],18.0153
14390,R11023,C00022 -> C20994,['4.4.1.36'],245.3218
14391,R11023,C05570 -> C20994,[],103.0767
14392,R11024,C00002 -> C00008,['2.7.1.221'],79.9799
14393,R11024,C02713 -> C21027,[],79.9799
14394,R11025,C01050 -> C21027,['2.7.7.99'],306.166
14395,R11026,C00003 -> C00004,['1.3.1.1'],1.008
14396,R11026,C00178 -> C21028,[],2.0159
14397,R11028,C06002 -> C21030,[],0.0
14398,R11031,C00003 -> C00004,['1.4.1.25'],1.008
14399,R11031,C00062 -> C03771,[],1.0312
14400,R11032,C00005 -> C00006,['1.4.1.25'],1.008
14401,R11032,C00062 -> C03771,[],1.0312
14402,R11033,C00062 -> C05933,[],15.9994
14403,R11034,C06620 -> C11930,['4.2.1.159'],0.0
14404,R11035,C00003 -> C00004,['1.1.1.389'],1.008
14405,R11035,C04349 -> C20680,[],2.0159
14406,R11036,C00003 -> C00004,['1.1.1.390'],1.008
14407,R11036,C20829 -> C21064,[],2.0159
14408,R11037,C00266 -> C04874,['1.13.11.81'],195.1786
14409,R11037,C04874 -> C21065,[],74.0785
14410,R11037,C00058 -> C04874,[],209.2052
14411,R11038,C00022 -> C00041,['2.6.1.108'],1.0311
14412,R11038,C20954 -> C21068,[],1.0312
14413,R11039,C00002 -> C00008,['2.7.4.31'],79.9799
14414,R11040,C20926 -> C21070,['2.5.1.131'],109.1259
14415,R11040,C21069 -> C21070,[],88.3179
14416,R11041,C00019 -> C00021,['2.1.1.-'],14.0266
14417,R11041,C11927 -> C21071,[],14.0266
14418,R11042,C11921 -> C21071,[],2.0158
14419,R11043,C00510 -> C02050,['1.14.19.6'],2.0159
14420,R11044,C21000 -> C21072,['1.14.19.6'],2.0158
14421,R11045,C00019 -> C00021,['2.1.1.-'],14.0266
14422,R11045,C12318 -> C21073,[],28.0532
14423,R11046,C21073 -> C21074,['5.1.3.-'],0.0
14424,R11047,C11919 -> C21074,[],2.0159
14425,R11048,C00007 -> C00027,['1.5.3.5'],2.0159
14426,R11048,C01056 -> C21075,[],2.0159
14427,R11049,C01297 -> C21075,"['1.5.3.5', '1.5.3.6']",18.0153
14428,R11050,C00007 -> C00027,['1.5.3.6'],2.0159
14429,R11050,C03043 -> C21075,[],2.0159
14430,R11051,C00005 -> C00006,['1.1.1.-'],1.008
14431,R11051,C06620 -> C11928,[],2.0159
14432,R11052,C19728 -> C21078,['1.13.11.82'],226.3996
14433,R11052,C19728 -> C20696,[],158.2396
14434,R11053,C00105 -> C21079,['1.14.11.49'],81.9958
14435,R11054,C02679 -> C21080,['1.14.14.130'],15.9994
14436,R11055,C06074 -> C20943,['1.14.14.31'],15.9994
14437,R11056,C00003 -> C00004,['1.14.13.209'],1.008
14438,R11056,C20394 -> C21081,[],15.9994
14439,R11057,C16180 -> C21082,['1.14.19.37'],2.0159
14440,R11058,C16179 -> C21083,['1.14.19.37'],2.0159
14441,R11059,C02249 -> C03595,['1.14.19.44'],2.0159
14442,R11060,C16164 -> C16165,['1.14.19.44'],2.0159
14443,R11061,C00005 -> C00006,['1.6.5.12'],1.008
14444,R11061,C13309 -> C21084,[],2.0158
14445,R11062,C00189 -> C00350,['2.7.8.-'],208.0629
14446,R11063,C00073 -> C00155,['2.1.1.10'],14.0265
14447,R11063,C00073 -> C03172,[],15.0346
14448,R11064,C00002 -> C00008,['6.3.2.49'],79.9799
14449,R11064,C20941 -> C20942,[],71.0779
14450,R11064,C00041 -> C20942,[],181.1885
14451,R11065,C20953 -> C21085,['5.3.3.19'],0.0
14452,R11066,C21085 -> C21086,[],15.9994
14453,R11067,C00003 -> C00004,[],1.008
14454,R11067,C21086 -> C21087,[],2.0159
14455,R11068,C00079 -> C00166,[],1.0311
14456,R11070,C00423 -> C07083,['4.1.1.102'],44.0095
14457,R11071,C01494 -> C17883,['4.1.1.102'],44.0095
14458,R11072,C01304 -> C05925,['4.2.1.160'],18.0153
14459,R11073,C04874 -> C21008,['5.1.99.8'],0.0
14460,R11074,C00149 -> C00186,['4.1.1.101'],44.0095
14461,R11075,C00679 -> C21088,['4.2.1.156'],18.0153
14462,R11076,C21089 -> C21090,['4.2.1.157'],18.0153
14463,R11077,C00879 -> C21091,['4.2.1.158'],18.0153
14464,R11078,C00407 -> C21092,['5.1.1.21'],0.0
14465,R11079,C17691 -> C17694,['5.1.3.33'],0.0
14466,R11080,C03692 -> C04046,['5.1.3.34'],0.0
14467,R11081,C17692 -> C17693,['5.1.3.35'],0.0
14468,R11082,C04895 -> C21094,['5.1.99.7'],0.0
14469,R11083,C00679 -> C21095,['5.5.1.27'],0.0
14470,R11085,C00002 -> C00008,['6.3.2.48'],79.9799
14471,R11086,C21001 -> C21002,['2.5.1.124'],136.234
14472,R11087,C21001 -> C21003,['2.5.1.125'],136.234
14473,R11088,C00170 -> C01137,['2.5.1.126'],58.1023
14474,R11088,C03375 -> C21004,[],57.0944
14475,R11089,C00170 -> C01137,['2.5.1.127'],58.1023
14476,R11089,C21004 -> C21100,[],57.0943
14477,R11090,C00002 -> C00008,['2.7.14.1'],79.9799
14478,R11091,C00003 -> C00004,[],1.008
14479,R11091,C07097 -> C21103,[],2.0159
14480,R11092,C00003 -> C00004,[],1.008
14481,R11092,C06600 -> C21104,[],2.0159
14482,R11093,C00003 -> C00004,[],1.008
14483,R11093,C07102 -> C21105,[],2.0159
14484,R11094,C05198 -> C21102,['3.5.4.41'],0.9848
14485,R11096,C00005 -> C00006,['1.3.1.-'],1.008
14486,R11096,C15781 -> C21106,[],2.0159
14487,R11097,C00005 -> C00006,['1.14.19.41'],1.008
14488,R11097,C08813 -> C21106,[],2.0159
14489,R11098,C00109 -> C20905,"['3.5.99.10', '4.3.1.19']",0.9847
14490,R11099,C00022 -> C20904,"['3.5.99.10', '4.3.1.17']",0.9848
14491,R11100,C02218 -> C20904,['4.3.1.17'],0.0
14492,R11101,C17234 -> C20905,['4.3.1.19'],0.0
14493,R11104,C00004 -> C00020,['3.6.1.22'],318.2198
14494,R11105,C19687 -> C21110,[],46.0253
14495,R11106,C00016 -> C01352,['1.14.19.-'],2.0159
14496,R11106,C21109 -> C21110,[],34.445
14497,R11107,C00005 -> C00006,['1.14.13.-'],1.008
14498,R11107,C12491 -> C21109,[],29.9829
14499,R11110,C16167 -> C16168,['1.14.19.3'],2.0159
14500,R11111,C16171 -> C16172,['1.14.19.3'],2.0158
14501,R11112,C00019 -> C00073,[],249.2261
14502,R11115,C00015 -> C00043,[],203.1925
14503,R11118,C00025 -> C00026,[],1.0312
14504,R11119,C00078 -> C21124,['1.4.3.-'],2.0159
14505,R11120,C21124 -> C21125,[],183.1629
14506,R11121,C00003 -> C00004,['1.13.12.-'],1.008
14507,R11121,C21125 -> C21126,[],74.0355
14508,R11122,C21126 -> C21127,['2.4.-.-'],129.1571
14509,R11123,C21127 -> C21128,[],2.0159
14510,R11124,C00005 -> C00006,['2.3.1.236'],1.008
14511,R11124,C00010 -> C00024,[],42.0367
14512,R11125,C00005 -> C00006,['2.3.1.237'],1.008
14513,R11125,C00010 -> C00024,[],42.0367
14514,R11126,C20854 -> C21130,['2.3.1.238'],84.1164
14515,R11127,C00116 -> C11546,['2.4.1.332'],162.1406
14516,R11129,C07349 -> C21128,[],14.0266
14517,R11130,C00016 -> C01352,['1.3.8.-'],2.0159
14518,R11130,C20870 -> C20955,[],2.0159
14519,R11131,C21124 -> C21131,[],139.1534
14520,R11132,C21131 -> C21132,['1.14.13.224'],15.9994
14521,R11133,C21132 -> C21133,[],30.026
14522,R11134,C00005 -> C00006,['1.14.13.217'],1.008
14523,R11134,C21131 -> C21134,[],15.9994
14524,R11135,C21134 -> C21135,['1.14.13.224'],15.9994
14525,R11136,C21135 -> C21136,[],30.026
14526,R11138,C12318 -> C21137,[],0.0
14527,R11139,C18092 -> C21137,[],2.0159
14528,R11141,C21138 -> C21139,['2.2.1.12'],44.0525
14529,R11142,C04722 -> C05454,['1.14.15.15'],29.9829
14530,R11143,C16237 -> C16241,['6.3.1.20'],1.9856
14531,R11144,C00003 -> C00004,['1.1.1.391'],1.008
14532,R11144,C03070 -> C17658,[],2.0159
14533,R11145,C00005 -> C00006,['1.1.1.392'],1.008
14534,R11145,C03070 -> C03990,[],2.0159
14535,R11146,C00005 -> C00006,['1.1.1.393'],1.008
14536,R11146,C03070 -> C17658,[],2.0159
14537,R11147,C00003 -> C00004,['1.1.1.394'],1.008
14538,R11147,C21141 -> C21142,[],2.0159
14539,R11148,C21140 -> C21142,['1.1.1.394'],18.0153
14540,R11149,C00003 -> C00004,['1.1.1.394'],1.008
14541,R11149,C21140 -> C21141,[],15.9994
14542,R11150,C00003 -> C00004,['1.14.13.210'],1.008
14543,R11150,C18315 -> C18316,[],31.0141
14544,R11151,C00003 -> C00004,['1.14.13.211'],1.008
14545,R11151,C06688 -> C21143,[],15.9994
14546,R11152,C00005 -> C00006,['1.14.13.211'],1.008
14547,R11152,C06688 -> C21143,[],15.9994
14548,R11153,C00003 -> C00004,['1.14.13.212'],1.008
14549,R11153,C16361 -> C21144,[],15.9994
14550,R11154,C00170 -> C01137,['2.5.1.128'],58.1023
14551,R11154,C00315 -> C21010,[],115.1967
14552,R11155,C00003 -> C00004,['1.14.13.215'],1.008
14553,R11155,C21145 -> C21146,[],15.9994
14554,R11156,C00003 -> C00004,['1.14.13.216'],1.008
14555,R11156,C21147 -> C21148,[],15.9994
14556,R11157,C00005 -> C00006,['1.14.13.216'],1.008
14557,R11157,C21147 -> C21148,[],15.9994
14558,R11158,C00003 -> C00004,['1.14.13.217'],1.008
14559,R11158,C21131 -> C21134,[],15.9994
14560,R11159,C00170 -> C01137,['2.5.1.128'],58.1023
14561,R11159,C00315 -> C21009,[],57.0943
14562,R11160,C00170 -> C01137,['2.5.1.128'],58.1023
14563,R11160,C21009 -> C21010,[],58.1024
14564,R11161,C00061 -> C01847,['1.14.14.21'],2.0159
14565,R11161,C20125 -> C21149,[],15.9994
14566,R11162,C00061 -> C01847,['1.14.14.21'],2.0159
14567,R11162,C21149 -> C21150,[],15.9994
14568,R11163,C00061 -> C01847,['1.14.14.21'],2.0159
14569,R11163,C20125 -> C21150,[],31.9988
14570,R11164,C00061 -> C01847,['1.14.14.22'],2.0159
14571,R11164,C06742 -> C21150,[],18.0153
14572,R11165,C00019 -> C00021,['2.1.1.314'],14.0266
14573,R11168,C00011 -> C00237,['1.2.5.3'],15.9994
14574,R11169,C11544 -> C16699,['2.7.1.195'],79.9799
14575,R11170,C01674 -> C21152,['2.7.1.196'],79.9799
14576,R11171,C00124 -> C01113,['2.7.1.204'],79.9799
14577,R11172,C00185 -> C04534,['2.7.1.205'],79.9799
14578,R11173,C00194 -> C21153,['3.1.3.73'],79.9799
14579,R11174,C00144 -> C06510,['2.7.8.26'],1302.286
14580,R11174,C04778 -> C21153,[],1301.2781
14581,R11175,C16150 -> C21154,['1.5.3.-'],2.0159
14582,R11176,C20361 -> C21154,['1.5.3.-'],18.0153
14583,R11177,C16150 -> C20361,['1.5.3.-'],15.9994
14584,R11178,C19569 -> C20361,[],0.9417
14585,R11179,C19569 -> C19631,['1.5.99.-'],15.9994
14586,R11180,C01168 -> C02067,['3.1.3.96'],79.9799
14587,R11181,C11129 -> C21155,['3.5.2.20'],18.0153
14588,R11182,C00010 -> C00024,['2.3.1.245'],42.0367
14589,R11182,C00111 -> C20960,[],42.0367
14590,R11183,C00002 -> C00008,['2.7.1.189'],79.9799
14591,R11183,C11838 -> C20959,[],79.9799
14592,R11184,C00002 -> C00008,['2.7.1.187'],79.9799
14593,R11184,C06802 -> C21156,[],79.9799
14594,R11185,C00002 -> C00008,['2.7.1.188'],79.9799
14595,R11185,C17691 -> C17692,[],79.9799
14596,R11186,C04574 -> C17556,['2.7.4.29'],79.9799
14597,R11189,C00132 -> C21159,['3.3.2.14'],166.091
14598,R11189,C02496 -> C21159,[],14.0265
14599,R11190,C00047 -> C21160,['3.4.14.13'],200.1918
14600,R11190,C20957 -> C21160,[],128.1722
14601,R11191,C00019 -> C00021,['2.1.1.316'],14.0266
14602,R11191,C21161 -> C21163,[],14.0266
14603,R11192,C00019 -> C00021,['2.1.1.316'],14.0266
14604,R11192,C21162 -> C21164,[],14.0266
14605,R11193,C00019 -> C00021,['2.1.1.317'],14.0266
14606,R11194,C14582 -> C21166,['1.17.9.1'],13.9835
14607,R11195,C21166 -> C21167,['1.2.1.96'],15.9994
14608,R11196,C21167 -> C21168,[],29.9829
14609,R11197,C00230 -> C21168,['1.14.13.-'],28.0101
14610,R11198,C00230 -> C21168,['1.14.13.-'],28.0101
14611,R11199,C00010 -> C00411,['2.3.1.248'],206.1947
14612,R11199,C00315 -> C21170,[],412.3894
14613,R11200,C00010 -> C00223,['2.3.1.249'],146.1428
14614,R11200,C00315 -> C21169,[],292.2854
14615,R11201,C00010 -> C21072,['2.3.1.250'],236.3929
14616,R11204,C00350 -> C00641,['2.7.8.42'],123.048
14617,R11204,C06026 -> C21173,[],123.0477
14618,R11205,C00350 -> C00641,['2.7.8.42'],123.048
14619,R11205,C06025 -> C21174,[],123.0477
14620,R11206,C10447 -> C21175,['2.8.3.23'],749.5188
14621,R11206,C00323 -> C01197,[],749.5189
14622,R11210,C10556 -> C10557,['1.14.20.8'],2.0159
14623,R11211,C21183 -> C21184,['1.14.14.131'],15.9994
14624,R11212,C10552 -> C21185,['1.14.14.132'],15.9994
14625,R11213,C00022 -> C21180,['4.1.2.58'],154.1417
14626,R11213,C21180 -> C21181,[],88.0621
14627,R11214,C21180 -> C21182,['4.2.1.162'],18.0153
14628,R11215,C00031 -> C21186,['4.2.99.23'],114.0993
14629,R11215,C21186 -> C21187,[],180.1559
14630,R11216,C00019 -> C00021,"['2.1.1.319', '2.1.1.320', '2.1.1.321']",14.0266
14631,R11217,C00019 -> C00021,['2.1.1.319'],14.0266
14632,R11218,C00019 -> C00021,['2.1.1.320'],14.0266
14633,R11219,C00019 -> C00021,['2.1.1.319'],14.0266
14634,R11220,C00019 -> C00021,['2.1.1.320'],14.0266
14635,R11221,C00019 -> C00021,['2.1.1.322'],14.0266
14636,R11222,C10682 -> C21191,['1.14.19.72'],2.0159
14637,R11223,C03889 -> C04233,[],237.407
14638,R11224,C00015 -> C19725,['2.4.1.335'],258.2279
14639,R11225,C01847 -> C21215,['2.5.1.129'],68.117
14640,R11226,C11242 -> C21217,['1.3.1.111'],6.0477
14641,R11227,C18021 -> C21192,['1.14.15.17'],15.9994
14642,R11228,C18022 -> C21192,['1.14.15.17'],18.0153
14643,R11229,C00035 -> C00044,['2.7.1.190'],79.9799
14644,R11230,C21183 -> C21191,['2.1.1.323'],14.0266
14645,R11231,C00450 -> C00956,['1.2.1.31'],34.0146
14646,R11232,C00450 -> C00956,['1.2.1.31'],34.0146
14647,R11233,C17694 -> C17696,['4.2.1.-'],18.0153
14648,R11234,C17696 -> C17697,['2.7.1.214'],79.9799
14649,R11235,C17697 -> C21205,[],2.0159
14650,R11236,C17697 -> C21218,[],2.0159
14651,R11238,C21216 -> C21218,[],1.0311
14652,R11239,C21216 -> C21219,['2.5.1.135'],158.1519
14653,R11240,C17700 -> C21219,['3.1.3.101'],79.9799
14654,R11241,C12112 -> C17700,['2.4.1.338'],162.1406
14655,R11242,C21064 -> C21182,['3.1.1.99'],18.0153
14656,R11243,C00003 -> C00004,['1.1.1.-'],1.008
14657,R11243,C17693 -> C21204,[],2.0159
14658,R11244,C21204 -> C21205,[],18.0153
14659,R11245,C21205 -> C21206,[],79.9799
14660,R11247,C04268 -> C21208,['2.4.-.-'],238.1318
14661,R11248,C21156 -> C21208,[],59.8919
14662,R11249,C21205 -> C21209,[],0.0
14663,R11251,C17698 -> C21211,['3.1.3.-'],79.9799
14664,R11252,C21247 -> C21248,[],18.0153
14665,R11253,C17694 -> C17695,[],2.0159
14666,R11254,C17695 -> C21247,[],1.0311
14667,R11255,C17699 -> C21249,[],42.0366
14668,R11257,C00022 -> C02167,['3.7.1.23'],98.0568
14669,R11257,C01384 -> C02167,[],70.0467
14670,R11263,C02225 -> C21250,['4.2.1.117'],18.0153
14671,R11264,C04225 -> C21250,['5.3.3.-'],0.0
14672,R11265,C01759 -> C21176,['1.1.1.-'],2.0159
14673,R11266,C17584 -> C21176,['1.1.1.-'],2.0159
14674,R11267,C20614 -> C21251,['1.1.3.-'],2.0159
14675,R11268,C01823 -> C21252,['1.1.3.-'],2.0158
14676,R11269,C00025 -> C00026,['2.6.1.94'],1.0312
14677,R11269,C01822 -> C21251,[],1.0311
14678,R11270,C00025 -> C00026,['2.6.1.94'],1.0312
14679,R11270,C00825 -> C21252,[],1.0311
14680,R11271,C00015 -> C00029,['2.4.1.301'],162.1406
14681,R11271,C20350 -> C21253,[],162.1406
14682,R11272,C00015 -> C00029,['2.4.1.301'],162.1406
14683,R11272,C01441 -> C21254,[],162.1406
14684,R11273,C21255 -> C21256,['1.1.3.-'],2.0159
14685,R11274,C01743 -> C21257,[],18.0153
14686,R11275,C01441 -> C21258,[],18.0152
14687,R11277,C21258 -> C21259,['1.1.1.-'],2.0158
14688,R11278,C00015 -> C12211,['2.4.1.-'],161.1558
14689,R11278,C00397 -> C21259,[],161.1559
14690,R11279,C00825 -> C18000,['6.1.2.2'],43.0247
14691,R11280,C01743 -> C21260,['2.4.2.-'],212.0945
14692,R11281,C18002 -> C21260,['3.1.3.-'],79.9799
14693,R11282,C00015 -> C00043,['2.4.1.-'],203.1925
14694,R11282,C18002 -> C21261,[],203.1925
14695,R11283,C21261 -> C21262,['3.5.1.-'],42.0366
14696,R11283,C00033 -> C21261,[],598.5979
14697,R11284,C21262 -> C21263,['1.1.3.-'],2.0159
14698,R11285,C17712 -> C21263,['2.6.1.-'],1.0311
14699,R11286,C00832 -> C17712,['5.1.3.-'],0.0
14700,R11287,C17712 -> C21264,[],15.9994
14701,R11288,C18003 -> C21264,['5.1.3.-'],0.0
14702,R11289,C00015 -> C00190,['2.4.2.-'],132.1146
14703,R11289,C01743 -> C17701,[],132.1146
14704,R11290,C17701 -> C21265,['1.1.1.-'],2.0159
14705,R11291,C00025 -> C00026,['2.6.1.-'],1.0312
14706,R11291,C21265 -> C21266,[],1.0312
14707,R11292,C00019 -> C00021,['2.1.1.-'],14.0266
14708,R11292,C01917 -> C21266,[],14.0265
14709,R11293,C01917 -> C17702,['2.1.1.-'],14.0266
14710,R11294,C17702 -> C17703,['2.1.1.-'],14.0266
14711,R11295,C17702 -> C21267,[],2.0159
14712,R11296,C17703 -> C21268,[],2.0159
14713,R11297,C00025 -> C00026,['2.6.1.-'],1.0312
14714,R11297,C17704 -> C21267,[],1.0312
14715,R11298,C00025 -> C00026,['2.6.1.-'],1.0312
14716,R11298,C21268 -> C21269,[],1.0311
14717,R11299,C00025 -> C00026,['2.6.1.-'],1.0312
14718,R11299,C17705 -> C21268,[],1.0311
14719,R11300,C02033 -> C21270,[],0.0
14720,R11301,C17705 -> C21269,[],0.0
14721,R11302,C00908 -> C17704,[],31.9988
14722,R11303,C21269 -> C21270,[],31.9988
14723,R11304,C02033 -> C17705,[],31.9988
14724,R11305,C06802 -> C21156,[],79.9799
14725,R11306,C00015 -> C00029,['2.4.1.245'],162.1406
14726,R11306,C00031 -> C01083,[],162.1406
14727,R11306,C00029 -> C01083,[],224.0053
14728,R11310,C00092 -> C00663,['5.4.2.6'],0.0
14729,R11312,C01081 -> C04752,['2.5.1.3'],46.2195
14730,R11312,C01081 -> C20246,[],78.1383
14731,R11313,C19872 -> C20267,['3.5.1.-'],28.0101
14732,R11314,C00378 -> C19872,[],99.1741
14733,R11315,C19939 -> C20404,[],15.9994
14734,R11319,C00068 -> C03028,['2.7.4.3'],79.9799
14735,R11323,C00364 -> C00459,['3.6.1.9'],159.9598
14736,R11324,C07712 -> C18231,['1.14.15.18'],15.9994
14737,R11325,C00390 -> C00399,['7.1.1.7'],2.016
14738,R11326,C05382 -> C21281,['4.2.3.154'],116.0105
14739,R11327,C05382 -> C21282,['4.2.3.155'],97.9952
14740,R11328,C00078 -> C21283,['4.3.1.31'],17.0305
14741,R11329,C05770 -> C21284,['4.99.1.9'],53.8291
14742,R11330,C03394 -> C21285,['5.1.3.38'],0.0
14743,R11332,C03394 -> C03604,['5.3.1.33'],0.0
14744,R11333,C00279 -> C03604,['5.3.1.34'],0.0
14745,R11334,C01144 -> C21287,['5.4.99.64'],0.0
14746,R11335,C00390 -> C00399,['7.1.1.3'],2.016
14747,R11336,C21288 -> C21289,['1.1.1.397'],2.0159
14748,R11337,C00026 -> C01087,['1.1.1.399'],2.0159
14749,R11338,C21290 -> C21291,['1.1.1.400'],2.0159
14750,R11339,C03979 -> C20781,['1.1.1.401'],2.0159
14751,R11340,C12112 -> C21293,['1.14.11.52'],15.9994
14752,R11341,C21285 -> C21294,['1.1.1.402'],2.0159
14753,R11342,C02022 -> C16884,['1.1.1.403'],2.0159
14754,R11343,C01412 -> C06142,['1.1.2.9'],2.0159
14755,R11344,C01412 -> C06142,['1.1.5.11'],2.0159
14756,R11346,C01748 -> C21295,['1.14.13.218'],29.018
14757,R11347,C01751 -> C02814,['1.14.13.220'],15.9994
14758,R11348,C01751 -> C02814,['1.14.14.27'],15.9994
14759,R11349,C00535 -> C21296,['1.14.15.19'],15.9994
14760,R11350,C21291 -> C21297,['1.2.1.98'],15.9994
14761,R11351,C00048 -> C14448,['1.2.3.15'],15.9994
14762,R11352,C00022 -> C00546,['1.2.3.15'],15.9994
14763,R11353,C01751 -> C21298,['4.1.1.103'],44.0095
14764,R11355,C20143 -> C21304,['1.14.15.29'],2.0159
14765,R11356,C21076 -> C21304,['1.14.15.29'],15.9994
14766,R11357,C00599 -> C21076,['1.14.15.29'],29.9829
14767,R11358,C00599 -> C21303,['1.14.15.28'],15.9994
14768,R11359,C21303 -> C21305,['1.14.15.28'],2.0159
14769,R11360,C20839 -> C21305,['1.14.15.28'],15.9994
14770,R11361,C00599 -> C20839,['1.14.15.28'],29.9829
14771,R11362,C19686 -> C21306,[],18.0153
14772,R11363,C21306 -> C21307,['1.14.-.-'],15.9994
14773,R11364,C11468 -> C21307,['2.1.1.-'],14.0266
14774,R11365,C11448 -> C11468,[],749.5188
14775,R11366,C00082 -> C21308,['5.4.3.6'],0.0
14776,R11370,C00010 -> C21312,['6.2.1.-'],134.1321
14777,R11370,C02657 -> C21312,[],749.5189
14778,R11371,C00019 -> C00021,['2.1.1.-'],14.0266
14779,R11371,C21312 -> C21313,[],14.0265
14780,R11372,C18239 -> C21310,['4.6.1.17'],159.9598
14781,R11373,C21134 -> C21135,['1.14.13.224'],15.9994
14782,R11374,C21131 -> C21132,['1.14.13.224'],15.9994
14783,R11380,C00561 -> C21329,['1.1.3.49'],2.0159
14784,R11381,C01126 -> C03461,['1.1.3.-'],2.0158
14785,R11382,C21141 -> C21330,['1.14.13.222'],15.9994
14786,R11383,C21141 -> C21330,['1.14.13.222'],15.9994
14787,R11384,C21330 -> C21331,['1.14.13.222'],15.9994
14788,R11385,C21330 -> C21331,['1.14.13.222'],15.9994
14789,R11386,C21141 -> C21331,['1.14.13.222'],0.0
14790,R11387,C21320 -> C21321,['1.14.-.-'],15.9994
14791,R11388,C21321 -> C21322,['2.1.1.-'],42.0798
14792,R11389,C21322 -> C21323,[],28.0531
14793,R11390,C00010 -> C21324,[],288.2953
14794,R11390,C21323 -> C21324,[],749.5189
14795,R11391,C21325 -> C21326,['5.4.3.-'],0.0
14796,R11394,C01187 -> C21332,['1.1.3.48'],2.0159
14797,R11395,C21332 -> C21333,['2.6.1.109'],1.0311
14798,R11396,C21333 -> C21334,['2.7.7.90'],305.1812
14799,R11398,C00159 -> C21336,['2.4.1.339'],162.1406
14800,R11398,C00636 -> C21336,[],82.1607
14801,R11401,C00751 -> C21116,['1.17.8.1'],15.9994
14802,R11402,C21367 -> C21368,['2.7.7.91'],345.2053
14803,R11403,C02787 -> C21369,['1.14.14.30'],15.9994
14804,R11404,C02787 -> C21369,['1.14.14.30'],15.9994
14805,R11405,C02106 -> C21370,['1.14.19.73'],2.0158
14806,R11406,C21218 -> C21371,['2.7.1.214'],79.9799
14807,R11408,C17947 -> C21372,['4.2.1.166'],0.0
14808,R11409,C01222 -> C20612,['4.2.1.168'],15.9994
14809,R11410,C03428 -> C21116,['4.2.3.156'],159.9598
14810,R11411,C21373 -> C21374,['4.4.1.34'],307.3235
14811,R11413,C00019 -> C00021,['2.1.1.-'],14.0266
14812,R11416,C00019 -> C00021,['2.1.1.-'],14.0266
14813,R11417,C00363 -> C21348,['2.4.1.-'],161.1558
14814,R11417,C21337 -> C21338,[],161.1558
14815,R11418,C00363 -> C21349,['2.4.1.-'],146.2074
14816,R11418,C21338 -> C21339,[],146.2074
14817,R11419,C21339 -> C21340,[],320.0805
14818,R11420,C00363 -> C21356,['2.4.2.-'],157.2102
14819,R11420,C21340 -> C21341,[],157.2102
14820,R11421,C00363 -> C21356,['2.4.2.-'],157.2102
14821,R11421,C11469 -> C21342,[],157.2102
14822,R11422,C00363 -> C21350,['2.4.1.-'],160.1677
14823,R11422,C11469 -> C21341,[],160.1678
14824,R11423,C00363 -> C21350,['2.4.1.-'],160.1677
14825,R11423,C21340 -> C21342,[],160.1678
14826,R11426,C21379 -> C21381,['1.3.1.112'],3.0239
14827,R11427,C21380 -> C21381,['1.3.1.112'],3.0239
14828,R11428,C03440 -> C04282,['1.5.99.-'],2.0159
14829,R11439,C00275 -> C21383,['2.5.1.132'],88.062
14830,R11440,C20934 -> C21383,['3.1.3.103'],79.9799
14831,R11441,C20934 -> C21384,['2.7.7.92'],305.1813
14832,R11442,C04350 -> C04353,['1.14.14.37'],0.0
